a2,00,a1,00,9f,00,00,00
a0,00,a1,00,9f,00,00,00
a0,00,94,00,9f,00,00,00
8c,00,8d,00,ff,ff,00,00
8c,00,95,00,8d,00,00,00
a6,00,96,00,8d,00,00,00
95,00,97,00,ff,ff,00,00
97,00,98,00,aa,00,00,00
98,00,99,00,aa,00,00,00
ac,00,ae,00,ff,ff,00,00
b4,00,a2,00,ff,ff,00,00
b4,00,b6,00,9f,00,00,00
ac,00,b6,00,9f,00,00,00
b7,00,9f,00,ff,ff,00,00
ac,00,9f,00,ff,ff,00,00
b0,00,a4,00,9f,00,00,00
b1,00,ae,00,9f,00,00,00
af,00,b1,00,ff,ff,00,00
b0,00,b7,00,ff,ff,00,00
a4,00,ba,00,ff,ff,00,00
a5,00,3f,00,40,00,00,00
3d,00,28,00,ff,ff,00,00
4f,00,57,00,44,00,00,00
2a,00,50,00,54,00,00,00
c0,00,c1,00,ff,ff,00,00
c1,00,c2,00,b9,00,00,00
c5,00,c2,00,b9,00,00,00
c5,00,c3,00,b9,00,00,00
c4,00,c3,00,b9,00,00,00
d6,00,d7,00,ad,00,00,00
d4,00,ad,00,ff,ff,00,00
dc,00,db,00,ff,ff,00,00
db,00,da,00,ad,00,00,00
da,00,d9,00,ad,00,00,00
d9,00,d8,00,ff,ff,00,00
d8,00,d7,00,ad,00,00,00
dd,00,dc,00,ff,ff,00,00
df,00,de,00,b5,00,00,00
de,00,dd,00,ff,ff,00,00
9e,00,e0,00,ff,ff,00,00
df,00,e3,00,b5,00,00,00
e4,00,e3,00,ff,ff,00,00
e4,00,b5,00,ff,ff,00,00
ed,00,ec,00,ff,ff,00,00
f5,00,f3,00,f4,00,00,00
65,00,75,00,ff,ff,00,00
6b,00,6c,00,ff,ff,00,00
6b,00,68,00,ff,ff,00,00
6e,00,6c,00,6d,00,00,00
6e,00,04,01,6d,00,00,00
05,01,06,01,ff,ff,00,00
05,01,04,01,ff,ff,00,00
69,00,06,01,6d,00,00,00
0c,01,0d,01,ff,ff,00,00
0c,01,0b,01,ff,ff,00,00
0a,01,0b,01,ff,ff,00,00
08,01,07,01,ff,ff,00,00
07,01,69,00,ff,ff,00,00
15,01,1b,01,ff,ff,00,00
35,01,34,01,ff,ff,00,00
13,01,53,00,b8,00,00,00
13,01,1b,01,b8,00,00,00
52,00,53,00,b8,00,00,00
52,00,35,01,ff,ff,00,00
17,01,52,00,ff,ff,00,00
19,01,17,01,b8,00,00,00
19,01,36,01,b8,00,00,00
37,01,36,01,ff,ff,00,00
39,01,b8,00,ff,ff,00,00
b8,00,38,01,ff,ff,00,00
38,01,18,01,ff,ff,00,00
18,01,37,01,b8,00,00,00
3b,01,3a,01,b8,00,00,00
3a,01,39,01,ff,ff,00,00
99,00,af,00,ff,ff,00,00
f1,00,82,00,ff,ff,00,00
f1,00,f2,00,ff,ff,00,00
f6,00,f2,00,40,01,00,00
f6,00,f8,00,40,01,00,00
f8,00,40,01,ff,ff,00,00
fa,00,40,01,ff,ff,00,00
fa,00,3f,01,40,01,00,00
3f,01,fe,00,ff,ff,00,00
68,00,6a,00,6d,00,00,00
6a,00,42,01,ff,ff,00,00
42,01,6f,00,6d,00,00,00
46,01,45,01,12,01,00,00
08,01,01,01,ff,ff,00,00
01,01,ff,00,ff,ff,00,00
02,01,ff,00,ad,00,00,00
02,01,03,01,ad,00,00,00
43,01,44,01,ad,00,00,00
43,01,03,01,ad,00,00,00
09,01,0e,01,ff,ff,00,00
48,01,49,01,ff,ff,00,00
49,01,00,01,ff,ff,00,00
0a,01,4f,01,ff,ff,00,00
4f,01,4e,01,ff,ff,00,00
4e,01,4d,01,ff,ff,00,00
4d,01,4c,01,ff,ff,00,00
4c,01,00,01,ff,ff,00,00
4f,01,50,01,ff,ff,00,00
50,01,51,01,08,01,00,00
51,01,08,01,ff,ff,00,00
3b,01,52,01,ff,ff,00,00
55,01,34,01,ff,ff,00,00
1a,01,55,01,b9,00,00,00
ba,00,c8,00,ff,ff,00,00
c8,00,bc,00,b9,00,00,00
33,01,bb,00,ff,ff,00,00
bb,00,bc,00,ff,ff,00,00
56,01,33,01,ff,ff,00,00
b2,00,ab,00,ff,ff,00,00
ab,00,c0,00,b9,00,00,00
bd,00,bf,00,ff,ff,00,00
bd,00,b9,00,ff,ff,00,00
bd,00,c4,00,b9,00,00,00
1a,01,bf,00,b9,00,00,00
a5,00,33,01,40,00,00,00
a3,00,00,00,ff,ff,00,00
be,00,52,01,ff,ff,00,00
12,01,c7,00,ff,ff,00,00
c6,00,c7,00,ff,ff,00,00
c6,00,0d,01,ff,ff,00,00
58,01,57,01,b9,00,00,00
58,01,59,01,b9,00,00,00
57,01,be,00,b9,00,00,00
5b,01,50,00,ff,ff,00,00
5c,01,5b,01,54,00,00,00
5c,01,5d,01,54,00,00,00
5d,01,54,00,ff,ff,00,00
5f,01,60,01,54,00,00,00
5f,01,5e,01,54,00,00,00
5e,01,54,00,ff,ff,00,00
51,00,62,01,ff,ff,00,00
62,01,61,01,ff,ff,00,00
61,01,60,01,ff,ff,00,00
51,00,16,01,ff,ff,00,00
63,01,16,01,40,00,00,00
63,01,64,01,40,00,00,00
64,01,40,00,ff,ff,00,00
65,01,66,01,ff,ff,00,00
65,01,40,00,ff,ff,00,00
68,01,67,01,ff,ff,00,00
67,01,66,01,40,00,00,00
6a,01,6b,01,ff,ff,00,00
78,01,77,01,ff,ff,00,00
77,01,76,01,ff,ff,00,00
7d,01,76,01,72,01,00,00
68,01,7c,01,72,01,00,00
7c,01,75,01,ff,ff,00,00
75,01,74,01,72,01,00,00
74,01,6a,01,72,01,00,00
70,01,6f,01,ff,ff,00,00
70,01,7d,01,72,01,00,00
6e,01,6f,01,72,01,00,00
6e,01,6d,01,72,01,00,00
6c,01,6d,01,72,01,00,00
6c,01,69,01,72,01,00,00
6b,01,69,01,72,01,00,00
7f,01,7e,01,ff,ff,00,00
81,01,82,01,72,01,00,00
81,01,80,01,72,01,00,00
80,01,73,01,72,01,00,00
86,01,70,01,72,01,00,00
86,01,83,01,72,01,00,00
83,01,80,01,ff,ff,00,00
85,01,86,01,ff,ff,00,00
87,01,82,01,72,01,00,00
93,01,92,01,ff,ff,00,00
a2,01,a1,01,7b,01,00,00
8d,01,a7,01,ff,ff,00,00
a7,01,a6,01,89,01,00,00
a6,01,88,01,ff,ff,00,00
8a,01,a8,01,ff,ff,00,00
9a,01,9b,01,ff,ff,00,00
f4,00,fd,00,ff,ff,00,00
ae,01,ad,01,ff,ff,00,00
fd,00,b1,01,ff,ff,00,00
b1,01,b2,01,ff,ff,00,00
bc,01,b4,01,ff,ff,00,00
c6,01,54,01,ff,ff,00,00
d3,01,d2,01,ff,ff,00,00
d1,01,d2,01,ff,ff,00,00
d1,01,d0,01,ff,ff,00,00
d0,01,cf,01,ff,ff,00,00
cf,01,ce,01,ff,ff,00,00
ce,01,cd,01,ff,ff,00,00
cd,01,cc,01,ff,ff,00,00
cc,01,c8,01,ff,ff,00,00
d4,01,d3,01,14,01,00,00
d4,01,d5,01,14,01,00,00
d6,01,d5,01,14,01,00,00
d6,01,c6,01,14,01,00,00
24,01,26,01,ff,ff,00,00
24,01,23,01,ff,ff,00,00
20,01,31,01,c0,01,00,00
54,01,31,01,c0,01,00,00
53,01,24,01,c0,01,00,00
c1,01,2e,01,ff,ff,00,00
c7,01,c4,01,14,01,00,00
bf,01,c2,01,ff,ff,00,00
c3,01,14,01,ff,ff,00,00
14,01,c4,01,ff,ff,00,00
d7,01,c5,01,14,01,00,00
c5,01,c4,01,ff,ff,00,00
90,01,dc,01,89,01,00,00
db,01,da,01,89,01,00,00
db,01,dc,01,89,01,00,00
d9,01,da,01,89,01,00,00
ca,01,cb,01,d8,01,00,00
d9,01,e1,01,89,01,00,00
e1,01,88,01,89,01,00,00
9b,01,ac,01,8c,01,00,00
8c,01,ac,01,ff,ff,00,00
a4,01,ad,01,8c,01,00,00
8c,01,a4,01,ff,ff,00,00
a3,01,e8,01,ff,ff,00,00
e8,01,a2,01,ff,ff,00,00
05,02,04,02,ff,ff,00,00
46,01,10,01,ff,ff,00,00
10,01,0f,01,12,01,00,00
0f,01,44,01,ff,ff,00,00
8d,00,0e,02,ff,ff,00,00
0e,02,11,01,8d,00,00,00
11,01,a6,00,ff,ff,00,00
45,01,0f,02,12,01,00,00
0f,02,12,01,ff,ff,00,00
12,01,10,02,ff,ff,00,00
10,02,11,02,ff,ff,00,00
12,02,13,02,12,01,00,00
12,02,11,02,12,01,00,00
15,02,14,02,ff,ff,00,00
e7,00,ea,00,b5,00,00,00
e7,00,e6,00,ff,ff,00,00
e6,00,15,02,b5,00,00,00
e9,00,e8,00,ff,ff,00,00
e8,00,45,01,ff,ff,00,00
17,02,ec,00,ff,ff,00,00
17,02,ea,00,b5,00,00,00
eb,00,b5,00,ff,ff,00,00
eb,00,14,02,b5,00,00,00
18,02,19,02,1a,02,00,00
1c,02,1b,02,ff,ff,00,00
1b,02,28,01,1a,02,00,00
28,01,27,01,ff,ff,00,00
27,01,13,02,12,01,00,00
1a,02,1e,02,ff,ff,00,00
1c,02,1d,02,1a,02,00,00
1d,02,1a,02,ff,ff,00,00
25,02,19,02,ff,ff,00,00
97,00,49,02,ff,ff,00,00
49,02,c9,00,aa,00,00,00
c9,00,9a,00,ff,ff,00,00
9a,00,9d,00,aa,00,00,00
9c,00,9b,00,aa,00,00,00
aa,00,9d,00,ff,ff,00,00
aa,00,9c,00,ff,ff,00,00
ca,00,cb,00,ff,ff,00,00
ca,00,9b,00,ff,ff,00,00
4c,02,9c,00,ff,ff,00,00
4b,02,4c,02,aa,00,00,00
4b,02,4a,02,aa,00,00,00
4a,02,9e,00,ff,ff,00,00
cc,00,cb,00,ff,ff,00,00
cc,00,b3,00,ff,ff,00,00
d1,00,d0,00,cf,00,00,00
d1,00,e1,00,cf,00,00,00
e1,00,23,01,ff,ff,00,00
b3,00,15,01,cf,00,00,00
15,01,cf,00,ff,ff,00,00
cf,00,d0,00,ff,ff,00,00
cd,00,ed,00,ff,ff,00,00
21,01,1f,01,cf,00,00,00
21,01,1e,01,cf,00,00,00
1e,01,1d,01,cf,00,00,00
1d,01,1c,01,ff,ff,00,00
1c,01,ef,00,cf,00,00,00
ef,00,e2,00,ff,ff,00,00
e2,00,d2,00,ff,ff,00,00
d2,00,ce,00,aa,00,00,00
ce,00,cd,00,aa,00,00,00
1f,01,29,01,ff,ff,00,00
2a,02,25,02,ff,ff,00,00
2a,02,f0,00,ff,ff,00,00
f0,00,27,02,ff,ff,00,00
26,02,27,02,ff,ff,00,00
26,02,ee,00,f0,00,00,00
2b,01,ee,00,f0,00,00,00
28,02,2b,01,ff,ff,00,00
2c,02,2e,02,f0,00,00,00
2b,02,2e,02,f0,00,00,00
2b,02,29,02,f0,00,00,00
29,02,30,01,ff,ff,00,00
2f,01,28,02,f0,00,00,00
2f,01,30,01,f0,00,00,00
2a,01,4f,02,ff,ff,00,00
4f,02,4e,02,22,01,00,00
22,01,4e,02,ff,ff,00,00
22,01,4d,02,ff,ff,00,00
2d,02,4d,02,22,01,00,00
2d,02,2c,02,ff,ff,00,00
44,02,2a,01,ff,ff,00,00
45,02,46,02,ff,ff,00,00
45,02,44,02,55,02,00,00
47,02,46,02,55,02,00,00
47,02,48,02,55,02,00,00
50,02,48,02,55,02,00,00
50,02,51,02,55,02,00,00
52,02,51,02,ff,ff,00,00
52,02,53,02,55,02,00,00
5e,02,29,01,ff,ff,00,00
5e,02,5f,02,ff,ff,00,00
60,02,5f,02,62,02,00,00
60,02,61,02,62,02,00,00
63,02,64,02,62,02,00,00
61,02,63,02,ff,ff,00,00
71,02,e0,01,ff,ff,00,00
e5,01,e9,01,e3,01,00,00
71,02,de,01,ff,ff,00,00
e4,01,e9,01,e3,01,00,00
e4,01,eb,01,e3,01,00,00
df,01,eb,01,e3,01,00,00
df,01,e0,01,e3,01,00,00
f7,01,e3,01,ff,ff,00,00
f7,01,f6,01,e3,01,00,00
f5,01,f4,01,e3,01,00,00
f5,01,f6,01,e3,01,00,00
ee,01,ed,01,e3,01,00,00
ee,01,ef,01,e3,01,00,00
f0,01,f2,01,e3,01,00,00
f0,01,ef,01,e3,01,00,00
f4,01,f3,01,ff,ff,00,00
f3,01,f2,01,e3,01,00,00
ec,01,ed,01,e3,01,00,00
ec,01,e5,01,ff,ff,00,00
8f,01,aa,01,ff,ff,00,00
8f,01,94,01,ff,ff,00,00
8a,01,8e,01,ff,ff,00,00
a9,01,73,02,ff,ff,00,00
a9,01,8e,01,8a,01,00,00
aa,01,73,02,8a,01,00,00
96,01,94,01,8b,01,00,00
76,02,77,02,7c,02,00,00
76,02,75,02,7c,02,00,00
78,02,77,02,7c,02,00,00
e7,01,75,02,7c,02,00,00
e7,01,e6,01,7c,02,00,00
e6,01,be,01,ff,ff,00,00
ab,01,be,01,7c,02,00,00
ab,01,f9,01,ff,ff,00,00
f1,01,f9,01,ff,ff,00,00
f1,01,96,01,8b,01,00,00
ea,01,78,02,ff,ff,00,00
ea,01,fa,01,7c,02,00,00
fb,01,7c,02,ff,ff,00,00
fb,01,fa,01,7c,02,00,00
fe,01,fd,01,4a,01,00,00
bb,01,4a,01,ff,ff,00,00
bb,01,fd,01,ff,ff,00,00
b4,01,b8,01,ff,ff,00,00
b8,01,b7,01,ff,ff,00,00
b7,01,b5,01,b4,01,00,00
b2,01,ba,01,b4,01,00,00
ba,01,b9,01,b4,01,00,00
b9,01,b3,01,ff,ff,00,00
b3,01,b4,01,ff,ff,00,00
b6,01,bd,01,b4,01,00,00
b6,01,bc,01,b4,01,00,00
a3,01,af,01,ff,ff,00,00
af,01,98,01,8b,01,00,00
ae,01,f4,00,ff,ff,00,00
94,01,04,02,8b,01,00,00
f7,00,05,02,8b,01,00,00
f7,00,fc,01,8b,01,00,00
fc,01,8b,01,ff,ff,00,00
fd,00,b0,01,f4,00,00,00
97,01,f5,00,ff,ff,00,00
97,01,b0,01,f4,00,00,00
f3,00,f9,00,f4,00,00,00
95,01,78,01,7b,01,00,00
95,01,ff,01,7b,01,00,00
00,02,ff,01,7b,01,00,00
7a,01,a1,01,7b,01,00,00
79,01,00,02,ff,ff,00,00
79,01,9e,01,7b,01,00,00
9e,01,9f,01,7b,01,00,00
9f,01,7a,01,ff,ff,00,00
9d,01,7b,01,ff,ff,00,00
9d,01,9c,01,7b,01,00,00
9c,01,79,01,7b,01,00,00
9a,01,a0,01,8b,01,00,00
a0,01,98,01,ff,ff,00,00
2c,01,1e,02,1a,02,00,00
2c,01,99,01,ff,ff,00,00
99,01,01,02,1a,02,00,00
01,02,03,02,ff,ff,00,00
03,02,06,02,09,02,00,00
06,02,07,02,09,02,00,00
07,02,08,02,ff,ff,00,00
0a,02,03,02,ff,ff,00,00
09,02,1f,02,ff,ff,00,00
1f,02,0d,02,09,02,00,00
0c,02,0d,02,09,02,00,00
0c,02,0b,02,ff,ff,00,00
0b,02,0a,02,09,02,00,00
20,02,21,02,ff,ff,00,00
20,02,09,02,ff,ff,00,00
22,02,21,02,09,02,00,00
22,02,23,02,09,02,00,00
24,02,2f,02,09,02,00,00
24,02,23,02,09,02,00,00
30,02,2f,02,ff,ff,00,00
31,02,30,02,09,02,00,00
31,02,32,02,09,02,00,00
34,02,32,02,09,02,00,00
39,02,3a,02,33,02,00,00
39,02,38,02,33,02,00,00
37,02,38,02,33,02,00,00
37,02,36,02,ff,ff,00,00
36,02,35,02,ff,ff,00,00
35,02,34,02,09,02,00,00
3d,02,3c,02,ff,ff,00,00
43,02,42,02,ff,ff,00,00
41,02,42,02,33,02,00,00
41,02,40,02,33,02,00,00
3f,02,3e,02,33,02,00,00
3f,02,40,02,33,02,00,00
3d,02,3e,02,33,02,00,00
3b,02,3a,02,33,02,00,00
3b,02,3c,02,33,02,00,00
7a,02,33,02,ff,ff,00,00
7a,02,79,02,33,02,00,00
74,02,43,02,33,02,00,00
74,02,79,02,33,02,00,00
61,02,68,02,ff,ff,00,00
68,02,69,02,62,02,00,00
6c,02,67,02,62,02,00,00
66,02,67,02,62,02,00,00
66,02,64,02,62,02,00,00
70,02,7b,02,81,02,00,00
70,02,6f,02,81,02,00,00
7d,02,7b,02,81,02,00,00
7d,02,7e,02,81,02,00,00
7f,02,80,02,81,02,00,00
7f,02,7e,02,81,02,00,00
88,02,87,02,81,02,00,00
86,02,85,02,81,02,00,00
86,02,87,02,81,02,00,00
82,02,80,02,ff,ff,00,00
85,02,84,02,81,02,00,00
8a,02,6c,02,ff,ff,00,00
8a,02,8b,02,62,02,00,00
8c,02,8b,02,62,02,00,00
8c,02,8d,02,62,02,00,00
8d,02,8e,02,ff,ff,00,00
8e,02,6b,02,62,02,00,00
62,02,69,02,ff,ff,00,00
8f,02,6d,02,ff,ff,00,00
6d,02,6a,02,ff,ff,00,00
6a,02,6b,02,62,02,00,00
5b,00,31,00,ff,ff,00,00
93,02,73,00,6d,00,00,00
6d,00,93,02,ff,ff,00,00
95,02,96,02,94,02,00,00
95,02,97,02,94,02,00,00
a0,02,9f,02,41,00,00,00
9f,02,9c,02,ff,ff,00,00
9c,02,27,00,ff,ff,00,00
9d,02,a0,02,41,00,00,00
9d,02,9e,02,41,00,00,00
9e,02,41,00,ff,ff,00,00
78,00,a1,02,1e,00,00,00
1e,00,79,00,ff,ff,00,00
a2,02,79,00,1e,00,00,00
8b,00,78,00,ff,ff,00,00
a2,02,a1,02,ff,ff,00,00
8b,00,8e,00,ff,ff,00,00
76,00,78,00,1e,00,00,00
76,00,8e,00,ff,ff,00,00
77,00,7c,00,ff,ff,00,00
a5,02,1e,00,ff,ff,00,00
a5,02,a4,02,1e,00,00,00
a4,02,a3,02,ff,ff,00,00
a3,02,7a,00,1e,00,00,00
ab,02,aa,02,ff,ff,00,00
ab,02,a9,02,ff,ff,00,00
a9,02,a8,02,7c,02,00,00
a8,02,a7,02,ff,ff,00,00
a7,02,7c,02,ff,ff,00,00
e3,01,02,02,ff,ff,00,00
02,02,72,02,ff,ff,00,00
72,02,aa,02,ff,ff,00,00
ad,02,ae,02,7c,02,00,00
ad,02,a6,02,7c,02,00,00
ac,02,f8,01,7c,02,00,00
ac,02,a6,02,7c,02,00,00
f8,01,ab,02,7c,02,00,00
af,02,71,02,ff,ff,00,00
4a,01,b5,02,ff,ff,00,00
b5,02,b4,02,ff,ff,00,00
fb,00,fc,00,40,01,00,00
fb,00,b2,02,40,01,00,00
b2,02,b1,02,ff,ff,00,00
bc,02,f4,00,ff,ff,00,00
bc,02,b9,02,f4,00,00,00
b9,02,b8,02,f4,00,00,00
b8,02,ba,02,ff,ff,00,00
b9,02,bb,02,ff,ff,00,00
bb,02,b7,02,ff,ff,00,00
89,01,c0,02,ff,ff,00,00
89,01,bf,02,ff,ff,00,00
be,02,bd,02,89,01,00,00
be,02,bf,02,89,01,00,00
bd,02,d9,01,ff,ff,00,00
c5,02,40,01,ff,ff,00,00
c5,02,c3,02,ff,ff,00,00
c2,02,41,01,40,01,00,00
c2,02,c3,02,40,01,00,00
41,01,c1,02,ff,ff,00,00
c1,02,48,00,ff,ff,00,00
c6,02,c7,02,8a,01,00,00
c6,02,aa,01,8a,01,00,00
af,02,c8,02,94,02,00,00
c9,02,c8,02,94,02,00,00
c9,02,ca,02,94,02,00,00
cb,02,cc,02,94,02,00,00
cb,02,ca,02,94,02,00,00
cd,02,cc,02,94,02,00,00
cd,02,ce,02,94,02,00,00
ce,02,cf,02,ff,ff,00,00
cf,02,d0,02,94,02,00,00
d1,02,d0,02,94,02,00,00
d1,02,d2,02,94,02,00,00
d3,02,d4,02,94,02,00,00
d3,02,d2,02,94,02,00,00
d5,02,d4,02,94,02,00,00
d5,02,d6,02,94,02,00,00
d6,02,97,02,ff,ff,00,00
94,02,98,02,ff,ff,00,00
98,02,96,02,94,02,00,00
00,01,d7,02,ff,ff,00,00
d7,02,d8,02,00,01,00,00
db,02,48,01,4a,01,00,00
db,02,da,02,4a,01,00,00
d9,02,4a,01,ff,ff,00,00
d9,02,da,02,ff,ff,00,00
0e,01,4b,01,4a,01,00,00
33,02,dd,02,ff,ff,00,00
dd,02,de,02,ff,ff,00,00
de,02,df,02,33,02,00,00
3d,01,dc,02,ff,ff,00,00
9b,02,de,02,ff,ff,00,00
e2,02,45,02,55,02,00,00
e2,02,e0,02,55,02,00,00
e1,02,e0,02,55,02,00,00
e4,02,e3,02,ff,ff,00,00
1e,01,e3,02,ff,ff,00,00
e5,02,6e,02,ff,ff,00,00
e5,02,80,02,81,02,00,00
e5,02,c1,01,ff,ff,00,00
e6,02,9b,02,ff,ff,00,00
ec,02,bb,02,ff,ff,00,00
ec,02,b6,02,9a,02,00,00
f1,02,ed,02,9a,02,00,00
f0,02,f1,02,ff,ff,00,00
f0,02,b6,02,9a,02,00,00
f1,02,ee,02,9a,02,00,00
ee,02,ef,02,9a,02,00,00
ef,02,e7,02,9a,02,00,00
b6,02,e9,02,ff,ff,00,00
e9,02,e8,02,9a,02,00,00
eb,02,e8,02,9a,02,00,00
eb,02,ea,02,9a,02,00,00
ea,02,9a,02,ff,ff,00,00
f6,02,bc,02,ff,ff,00,00
f6,02,f5,02,ff,ff,00,00
f4,02,f5,02,9a,02,00,00
f4,02,f3,02,9a,02,00,00
f2,02,f3,02,9a,02,00,00
f2,02,f0,02,9a,02,00,00
f9,02,f8,02,ff,ff,00,00
f8,02,f7,02,b4,01,00,00
f7,02,f6,02,ff,ff,00,00
fd,02,b0,02,ff,ff,00,00
fd,02,fc,02,99,02,00,00
fc,02,fb,02,ff,ff,00,00
fb,02,fa,02,99,02,00,00
fa,02,f9,02,ff,ff,00,00
04,03,03,03,99,02,00,00
04,03,02,03,99,02,00,00
01,03,02,03,99,02,00,00
01,03,00,03,ff,ff,00,00
00,03,fd,02,99,02,00,00
fe,02,03,03,99,02,00,00
99,02,0a,03,ff,ff,00,00
0a,03,ff,02,99,02,00,00
09,03,ff,02,99,02,00,00
09,03,08,03,99,02,00,00
08,03,07,03,ff,ff,00,00
07,03,05,03,99,02,00,00
05,03,06,03,99,02,00,00
07,03,fa,02,ff,ff,00,00
05,03,fe,02,ff,ff,00,00
0d,03,0e,03,ff,ff,00,00
0d,03,0c,03,54,00,00,00
0c,03,0b,03,ff,ff,00,00
0b,03,4f,00,ff,ff,00,00
0f,03,61,01,54,00,00,00
0f,03,0d,03,54,00,00,00
10,03,18,01,ff,ff,00,00
10,03,d6,01,ff,ff,00,00
11,03,06,03,99,02,00,00
47,01,3e,01,4a,01,00,00
3e,01,0e,01,ff,ff,00,00
4b,01,48,01,4a,01,00,00
e0,00,df,00,ff,ff,00,00
12,03,6f,02,ff,ff,00,00
12,03,8f,02,ff,ff,00,00
df,02,13,03,ff,ff,00,00
13,03,3d,01,ff,ff,00,00
16,02,18,02,ff,ff,00,00
16,02,14,03,ff,ff,00,00
14,03,e9,00,ff,ff,00,00
c4,02,c2,02,ff,ff,00,00
09,01,e5,00,ff,ff,00,00
e5,00,fe,00,ff,ff,00,00
15,03,b4,02,ff,ff,00,00
15,03,16,03,17,03,00,00
16,03,17,03,ff,ff,00,00
e2,01,b3,02,17,03,00,00
b3,02,17,03,ff,ff,00,00
