a8,fc,b5,fe,00,00,25,00,08,00,92,00
aa,fd,8b,00,00,00,22,00,03,00,bb,00
54,fd,4f,01,00,00,17,00,09,00,cf,00
f4,fd,a8,00,00,00,02,00,03,00,bb,00
1c,fe,18,00,00,00,02,00,03,00,bc,00
8c,fd,40,00,00,00,22,00,03,00,bb,00
34,fd,ff,00,00,00,41,00,09,00,cf,00
88,fd,4f,01,00,00,25,00,09,00,cf,00
80,00,83,fd,00,00,07,00,0d,00,82,00
a0,00,d3,fd,00,00,02,00,0d,00,82,00
bc,ff,5f,fd,00,00,14,00,0d,00,81,00
e0,ff,83,fd,00,00,07,00,0d,00,81,00
c0,ff,d3,fd,00,00,2a,00,0d,00,81,00
8c,ff,d3,fd,00,00,25,00,0d,00,81,00
04,00,a7,fd,00,00,0d,00,0d,00,82,00
a4,00,11,01,00,00,01,00,21,00,d2,00
bc,ff,0e,01,00,00,01,00,20,00,d1,00
61,ff,59,01,00,00,25,00,11,00,d1,00
81,ff,79,01,00,00,0c,00,11,00,d1,00
a1,ff,99,01,00,00,01,00,11,00,d1,00
1d,ff,99,01,00,00,01,00,04,00,d1,00
dd,fe,c1,01,00,00,01,00,04,00,d0,00
f4,fd,4f,01,00,00,27,00,22,00,cf,00
b5,fe,01,02,00,00,01,00,04,00,e4,00
b5,fe,99,01,00,00,11,00,04,00,d0,00
58,fd,db,00,00,00,0b,00,09,00,bb,00
fe,fe,4f,01,00,00,1d,00,04,00,d0,00
b5,fe,31,01,00,00,3f,00,04,00,d0,00
6b,fe,4f,01,00,00,22,00,04,00,d0,00
8d,fe,71,01,00,00,1d,00,04,00,d0,00
dd,fe,71,01,00,00,07,00,04,00,d0,00
b7,00,a0,01,00,00,01,00,05,00,d2,00
fe,fe,e4,01,00,00,25,00,04,00,e4,00
6b,fe,e4,01,00,00,0e,00,04,00,e4,00
fe,fe,52,02,00,00,11,00,0a,00,e4,00
72,ff,22,02,00,00,01,00,0a,00,e5,00
e6,ff,52,02,00,00,14,00,0a,00,e5,00
72,ff,8a,02,00,00,68,00,0a,00,e5,00
ae,ff,c6,02,00,00,69,00,0a,00,e5,00
72,ff,02,03,00,00,6a,00,0a,00,f9,00
36,ff,c6,02,00,00,6b,00,0a,00,e5,00
ce,fe,c6,02,00,00,27,00,0a,00,e4,00
1f,01,a0,01,00,00,57,00,05,00,d3,00
d5,00,56,01,00,00,10,00,05,00,d2,00
1f,01,38,01,00,00,0c,00,05,00,d3,00
68,01,56,01,00,00,25,00,05,00,d3,00
a3,01,f4,00,00,00,04,00,23,00,d3,00
87,01,a0,01,00,00,3d,00,05,00,d3,00
18,02,65,00,00,00,01,00,06,00,c0,00
4d,fe,99,01,00,00,25,00,04,00,d0,00
e4,fc,df,00,00,00,13,00,09,00,ba,00
74,fc,4f,01,00,00,1a,00,09,00,ce,00
94,fc,ff,00,00,00,22,00,09,00,ce,00
72,ff,c6,02,00,00,01,00,0a,00,e5,00
d5,02,30,01,00,00,01,00,0b,00,d4,00
f7,00,c8,01,00,00,0c,00,05,00,d2,00
e4,fc,4f,01,00,00,2c,00,09,00,ce,00
d5,00,eb,01,00,00,25,00,05,00,e6,00
df,00,52,02,00,00,22,00,25,00,e6,00
68,01,eb,01,00,00,01,00,05,00,e7,00
1f,01,08,02,00,00,07,00,05,00,e7,00
d5,02,fc,00,00,00,25,00,0b,00,d4,00
ab,00,1c,03,00,00,25,00,26,00,fa,00
47,01,78,01,00,00,14,00,05,00,d3,00
f5,fd,a0,02,00,00,14,00,1f,00,e3,00
f7,00,78,01,00,00,01,00,05,00,d2,00
47,01,c8,01,00,00,22,00,05,00,d3,00
8e,01,a3,02,00,00,11,00,1e,00,e7,00
d5,02,a0,01,00,00,4f,00,0b,00,d4,00
31,02,a0,01,00,00,07,00,0b,00,d4,00
61,02,2c,01,00,00,0d,00,0b,00,d4,00
85,02,50,01,00,00,25,00,0b,00,d4,00
11,03,a0,01,00,00,01,00,0b,00,d5,00
d5,02,44,02,00,00,25,00,0b,00,e8,00
45,03,a0,01,00,00,25,00,0b,00,d5,00
25,03,50,01,00,00,1d,00,0b,00,d5,00
01,03,74,01,00,00,10,00,0b,00,d5,00
a9,02,74,01,00,00,14,00,0b,00,d4,00
a9,02,cc,01,00,00,0c,00,0b,00,d4,00
d5,02,dc,01,00,00,01,00,0b,00,d4,00
99,02,a0,01,00,00,01,00,0b,00,d4,00
51,fc,a6,02,00,00,01,00,3e,00,e2,00
73,fc,c8,02,00,00,04,00,3e,00,e2,00
65,02,a0,01,00,00,11,00,0b,00,d4,00
72,ff,56,02,00,00,22,00,0a,00,e5,00
e2,ff,c6,02,00,00,25,00,0a,00,e5,00
16,00,c6,02,00,00,07,00,0a,00,e6,00
ab,00,c6,02,00,00,11,00,31,00,e6,00
fe,fe,3a,03,00,00,20,00,0a,00,f8,00
72,ff,6a,03,00,00,14,00,0a,00,f9,00
ab,00,84,03,00,00,40,00,26,00,fa,00
83,00,ac,03,00,00,1d,00,26,00,fa,00
d3,00,ac,03,00,00,01,00,26,00,fa,00
e6,ff,3a,03,00,00,25,00,0a,00,f9,00
df,01,a5,03,00,00,01,00,3f,00,fb,00
b8,fc,23,01,00,00,25,00,09,00,ce,00
07,03,94,04,00,00,01,00,68,00,11,01
10,fd,23,01,00,00,01,00,09,00,cf,00
10,fd,7b,01,00,00,20,00,09,00,cf,00
b8,fc,7b,01,00,00,08,00,09,00,ce,00
94,fc,9f,01,00,00,01,00,09,00,ce,00
e4,fc,bf,01,00,00,0c,00,09,00,ce,00
34,fd,9f,01,00,00,1b,00,09,00,cf,00
58,fd,c3,01,00,00,22,00,09,00,cf,00
f5,fd,c2,01,00,00,32,00,2a,00,cf,00
f5,fd,38,02,00,00,03,00,1f,00,e3,00
3e,fe,56,02,00,00,20,00,1f,00,e4,00
9c,fe,56,02,00,00,73,00,24,00,e4,00
e3,00,84,03,00,00,11,00,26,00,fa,00
61,00,3a,03,00,00,08,00,26,00,fa,00
5d,fe,a0,02,00,00,0c,00,1f,00,e4,00
2d,fe,a0,02,00,00,22,00,1f,00,e4,00
7f,fd,d3,fd,00,00,25,00,74,00,7f,00
8d,fd,a0,02,00,00,03,00,1f,00,e3,00
bd,fd,a0,02,00,00,0c,00,1f,00,e3,00
03,fd,f0,02,00,00,25,00,3e,00,f7,00
49,fd,f0,02,00,00,22,00,5e,00,f7,00
f5,fd,d8,02,00,00,22,00,1f,00,e3,00
1d,fe,78,02,00,00,08,00,1f,00,e4,00
3e,fe,eb,02,00,00,31,00,1f,00,f8,00
84,fe,3a,03,00,00,22,00,30,00,f8,00
96,fe,94,03,00,00,08,00,27,00,f8,00
83,00,5c,03,00,00,22,00,26,00,fa,00
96,fe,fc,03,00,00,37,00,27,00,0c,01
c9,fe,d3,fd,00,00,1c,00,1c,00,80,00
99,fe,d3,fd,00,00,1f,00,1c,00,80,00
d5,ff,f5,fc,00,00,01,00,28,00,81,00
d5,ff,8d,fc,00,00,25,00,28,00,6d,00
1e,00,d8,fc,00,00,01,00,28,00,6e,00
89,fe,fb,fd,00,00,01,00,1c,00,94,00
f2,01,b7,fc,00,00,01,00,29,00,6f,00
61,fe,0b,fe,00,00,03,00,1c,00,94,00
8b,ff,d8,fc,00,00,15,00,28,00,6d,00
61,fe,9b,fd,00,00,22,00,1c,00,80,00
61,fe,6b,fd,00,00,01,00,1c,00,80,00
17,fe,89,fd,00,00,25,00,1c,00,80,00
9d,ff,8d,fc,00,00,01,00,28,00,6d,00
f9,fd,d3,fd,00,00,1f,00,1c,00,7f,00
e4,fc,ab,00,00,00,0e,00,09,00,ba,00
ed,fb,20,fe,00,00,5b,00,39,00,91,00
81,fc,53,00,00,00,01,00,1a,00,ba,00
70,fc,db,00,00,00,1b,00,09,00,ba,00
40,fc,4f,01,00,00,48,00,09,00,ce,00
24,fd,31,ff,00,00,01,00,08,00,a7,00
48,fd,55,ff,00,00,05,00,08,00,a7,00
6c,fd,79,ff,00,00,01,00,08,00,a7,00
81,fc,13,00,00,00,13,00,1a,00,ba,00
61,fc,33,00,00,00,22,00,1a,00,ba,00
ff,fc,d3,fd,00,00,1f,00,52,00,7e,00
9b,fb,95,00,00,00,1f,00,3a,00,b9,00
9b,fb,0e,01,00,00,01,00,3b,00,cd,00
9b,fb,86,01,00,00,22,00,3c,00,cd,00
9b,fb,07,02,00,00,15,00,3d,00,e1,00
a0,fc,6f,fd,00,00,01,00,35,00,7e,00
e4,fc,a6,02,00,00,08,00,3e,00,e2,00
9b,fc,88,02,00,00,05,00,3e,00,e2,00
7d,fe,99,01,00,00,01,00,04,00,d0,00
9b,fc,f0,02,00,00,5c,00,3e,00,f6,00
26,01,a3,02,00,00,03,00,1e,00,e7,00
09,03,48,03,00,00,71,00,37,00,fd,00
f4,00,3a,03,00,00,08,00,26,00,fa,00
18,02,c5,ff,00,00,15,00,06,00,ac,00
8e,01,6b,02,00,00,22,00,1e,00,e7,00
d7,01,ee,02,00,00,15,00,1e,00,fb,00
56,01,a3,02,00,00,25,00,1e,00,e7,00
d5,02,10,02,00,00,01,00,0b,00,e8,00
44,01,ee,02,00,00,01,00,1e,00,fb,00
73,00,84,03,00,00,01,00,26,00,fa,00
43,00,84,03,00,00,05,00,26,00,fa,00
61,00,cf,03,00,00,0c,00,26,00,fa,00
f4,00,cf,03,00,00,05,00,26,00,fa,00
95,01,93,03,00,00,1d,00,3f,00,fb,00
ab,00,ec,03,00,00,22,00,26,00,0e,01
7a,ff,1c,04,00,00,01,00,33,00,0d,01
13,01,84,03,00,00,0d,00,26,00,fb,00
77,01,dd,03,00,00,13,00,3f,00,fb,00
0a,00,7d,05,00,00,05,00,63,00,22,01
a7,01,dd,03,00,00,01,00,3f,00,fb,00
e4,fc,3b,03,00,00,1c,00,3e,00,f6,00
18,fd,6b,03,00,00,22,00,38,00,f7,00
31,01,15,04,00,00,30,00,59,00,0f,01
9a,ff,8a,04,00,00,13,00,4d,00,0d,01
df,fe,b2,03,00,00,1b,00,27,00,f8,00
62,fd,ed,03,00,00,22,00,38,00,0b,01
df,01,15,04,00,00,21,00,3f,00,0f,01
17,02,dd,03,00,00,09,00,3f,00,fc,00
be,fe,24,04,00,00,13,00,27,00,0c,01
6e,fe,24,04,00,00,22,00,27,00,0c,01
df,01,75,03,00,00,22,00,3f,00,fb,00
07,03,ec,04,00,00,21,00,68,00,25,01
61,02,48,00,00,00,10,00,06,00,c0,00
61,02,14,02,00,00,15,00,0b,00,e8,00
06,02,14,02,00,00,5d,00,2b,00,e8,00
8e,01,db,02,00,00,0d,00,1e,00,e7,00
8e,01,0b,03,00,00,5e,00,1e,00,fb,00
b6,01,cb,02,00,00,22,00,1e,00,e7,00
b6,01,7b,02,00,00,09,00,1e,00,e7,00
d7,01,59,02,00,00,01,00,1e,00,e7,00
f6,01,a3,02,00,00,0d,00,1e,00,e7,00
d6,ff,7d,05,00,00,01,00,63,00,21,01
c0,fe,b4,04,00,00,10,00,5c,00,0c,01
7f,fc,4c,fd,00,00,01,00,35,00,7e,00
29,fe,d3,fd,00,00,01,00,1c,00,80,00
61,fe,d3,fd,00,00,25,00,1c,00,80,00
aa,fe,1e,fe,00,00,01,00,1c,00,94,00
a8,fc,55,ff,00,00,1e,00,08,00,a6,00
70,fc,c3,01,00,00,01,00,09,00,ce,00
e4,fc,f3,01,00,00,22,00,09,00,e2,00
d3,fc,f0,02,00,00,22,00,3e,00,f6,00
9b,fc,b8,02,00,00,01,00,3e,00,e2,00
2f,fc,4c,fd,00,00,03,00,35,00,7e,00
0d,fc,6f,fd,00,00,22,00,35,00,7e,00
0d,fc,00,fe,00,00,01,00,39,00,92,00
57,fc,24,fd,00,00,4d,00,35,00,7e,00
57,fc,8c,fd,00,00,08,00,35,00,7e,00
0d,fc,40,fe,00,00,1c,00,39,00,92,00
0d,fc,e9,fe,00,00,15,00,48,00,a6,00
0d,fc,a4,ff,00,00,25,00,47,00,a6,00
9b,fb,13,00,00,00,07,00,46,00,b9,00
41,fc,13,00,00,00,01,00,1a,00,ba,00
41,fc,53,00,00,00,01,00,1a,00,ba,00
8a,02,a3,02,00,00,1d,00,53,00,e8,00
df,01,45,04,00,00,01,00,3f,00,0f,01
28,02,93,03,00,00,07,00,3f,00,fc,00
85,02,f0,01,00,00,0d,00,0b,00,e8,00
c7,02,b6,00,00,00,01,00,1b,00,c0,00
49,03,14,02,00,00,01,00,0b,00,e9,00
79,03,a0,01,00,00,15,00,0b,00,d5,00
49,03,2c,01,00,00,5f,00,0b,00,d5,00
07,03,b6,00,00,00,01,00,1b,00,c1,00
2d,01,32,ff,00,00,22,00,07,00,ab,00
05,01,22,ff,00,00,14,00,07,00,ab,00
f5,00,fa,fe,00,00,03,00,07,00,aa,00
2d,01,c2,fe,00,00,0c,00,07,00,97,00
65,01,fa,fe,00,00,25,00,07,00,ab,00
55,01,22,ff,00,00,07,00,07,00,ab,00
76,01,45,ff,00,00,1f,00,07,00,ab,00
18,02,45,ff,00,00,22,00,19,00,ac,00
e0,01,fd,ff,00,00,0f,00,06,00,bf,00
18,02,35,00,00,00,25,00,06,00,c0,00
50,02,fd,ff,00,00,01,00,06,00,c0,00
80,02,fd,ff,00,00,47,00,06,00,c0,00
61,02,b3,ff,00,00,22,00,06,00,ac,00
d5,02,b3,ff,00,00,25,00,0c,00,ac,00
1d,03,6b,ff,00,00,22,00,0c,00,ad,00
49,03,af,ff,00,00,03,00,0c,00,ad,00
49,03,7b,ff,00,00,0d,00,0c,00,ad,00
0d,03,3f,ff,00,00,07,00,0c,00,ad,00
1d,03,13,ff,00,00,0f,00,0c,00,ad,00
49,03,03,ff,00,00,25,00,0c,00,ad,00
75,03,13,ff,00,00,22,00,0c,00,ad,00
99,03,ef,fe,00,00,20,00,0c,00,ad,00
07,03,76,00,00,00,22,00,1b,00,c1,00
49,03,3f,ff,00,00,77,00,0c,00,ad,00
49,03,e3,ff,00,00,60,00,0c,00,c1,00
f9,02,8f,ff,00,00,01,00,0c,00,ac,00
d9,02,3f,ff,00,00,14,00,0c,00,ac,00
f9,02,ef,fe,00,00,01,00,0c,00,ac,00
d5,02,cb,fe,00,00,14,00,0c,00,98,00
63,02,57,fe,00,00,03,00,1d,00,98,00
1a,02,d4,fd,00,00,01,00,1d,00,84,00
1a,02,74,fe,00,00,01,00,1d,00,98,00
1a,02,0c,fe,00,00,38,00,1d,00,98,00
a5,02,3f,ff,00,00,1f,00,0c,00,ac,00
49,03,cf,fe,00,00,01,00,0c,00,99,00
c7,02,76,00,00,00,05,00,1b,00,c0,00
e7,02,96,00,00,00,28,00,1b,00,c0,00
bd,03,b3,ff,00,00,0d,00,0c,00,ad,00
ed,03,3f,ff,00,00,25,00,0c,00,ad,00
bd,03,cb,fe,00,00,22,00,0c,00,99,00
99,03,8f,ff,00,00,01,00,0c,00,ad,00
75,03,6b,ff,00,00,ff,ff,0c,00,ad,00
85,03,3f,ff,00,00,00,00,0c,00,ad,00
b9,03,3f,ff,00,00,01,00,0c,00,ad,00
49,03,9b,fe,00,00,01,00,0c,00,99,00
02,04,39,fe,00,00,01,00,36,00,9a,00
4c,04,ee,fd,00,00,72,00,36,00,9a,00
26,03,3d,fd,00,00,50,00,44,00,85,00
ca,01,df,fc,00,00,61,00,29,00,6f,00
ee,00,ff,fc,00,00,01,00,34,00,82,00
e4,03,ee,fd,00,00,22,00,36,00,99,00
ee,02,3d,fd,00,00,15,00,44,00,84,00
72,02,95,fc,00,00,09,00,56,00,70,00
02,04,a4,fd,00,00,1d,00,36,00,86,00
ab,03,39,fe,00,00,15,00,00,00,99,00
26,03,a5,fd,00,00,25,00,44,00,85,00
26,03,75,fd,00,00,01,00,44,00,85,00
13,02,95,fc,00,00,0d,00,29,00,70,00
82,02,0c,fe,00,00,25,00,1d,00,98,00
ca,01,77,fc,00,00,22,00,29,00,6f,00
fd,ff,b5,fc,00,00,01,00,28,00,6d,00
a2,01,07,fd,00,00,01,00,29,00,83,00
62,fd,1d,04,00,00,01,00,38,00,0b,01
62,01,df,fc,00,00,01,00,29,00,6f,00
0e,01,df,fc,00,00,14,00,34,00,6f,00
42,02,e4,fd,00,00,01,00,1d,00,98,00
42,02,34,fe,00,00,01,00,1d,00,98,00
e2,01,0c,fe,00,00,01,00,1d,00,97,00
1a,02,44,fe,00,00,14,00,1d,00,98,00
80,01,2a,fd,00,00,04,00,29,00,83,00
b2,01,0c,fe,00,00,07,00,1d,00,97,00
d0,01,c2,fd,00,00,14,00,1d,00,83,00
ca,01,47,fd,00,00,22,00,29,00,83,00
ce,00,df,fc,00,00,0d,00,34,00,6e,00
46,03,0e,fe,00,00,00,00,72,00,99,00
24,04,16,fe,00,00,1d,00,36,00,9a,00
14,04,ee,fd,00,00,01,00,36,00,9a,00
5e,03,3d,fd,00,00,01,00,44,00,85,00
26,03,05,fd,00,00,01,00,44,00,85,00
dc,02,f3,fc,00,00,01,00,44,00,84,00
f2,00,f5,fb,00,00,1d,00,6c,00,6e,00
0e,01,1f,fd,00,00,22,00,34,00,83,00
ce,00,1f,fd,00,00,15,00,34,00,82,00
3d,00,8d,fc,00,00,01,00,28,00,6e,00
ca,01,17,fd,00,00,0f,00,29,00,83,00
ad,ff,b5,fc,00,00,01,00,28,00,6d,00
6d,ff,8d,fc,00,00,07,00,28,00,6d,00
00,ff,2a,fc,00,00,01,00,45,00,6d,00
98,fe,62,fc,00,00,0f,00,45,00,6c,00
98,fe,2a,fc,00,00,22,00,45,00,6c,00
4e,fe,75,fc,00,00,15,00,45,00,6c,00
c0,fe,02,fc,00,00,01,00,45,00,6c,00
30,fe,2a,fc,00,00,04,00,45,00,6c,00
60,fe,2a,fc,00,00,01,00,45,00,6c,00
98,fe,92,fc,00,00,20,00,45,00,6c,00
e1,fe,75,fc,00,00,01,00,45,00,6c,00
57,fc,ec,fc,00,00,22,00,35,00,7e,00
70,fe,02,fc,00,00,01,00,45,00,6c,00
c0,fe,52,fc,00,00,15,00,45,00,6c,00
7e,00,c5,fb,00,00,11,00,6c,00,5a,00
09,03,b0,03,00,00,22,00,37,00,fd,00
df,01,dd,03,00,00,70,00,3f,00,fb,00
47,02,dd,03,00,00,05,00,3f,00,fc,00
09,03,80,03,00,00,20,00,37,00,fd,00
d1,02,48,03,00,00,01,00,37,00,fc,00
41,03,48,03,00,00,28,00,37,00,fd,00
71,03,48,03,00,00,13,00,37,00,fd,00
bf,02,93,03,00,00,11,00,37,00,fc,00
09,03,10,03,00,00,04,00,37,00,fd,00
95,04,e3,fe,00,00,6c,00,4c,00,ae,00
95,04,a3,fe,00,00,6d,00,4c,00,9a,00
55,04,a3,fe,00,00,6e,00,4c,00,9a,00
55,04,e3,fe,00,00,6f,00,4c,00,ae,00
41,04,3f,ff,00,00,0d,00,4b,00,ae,00
41,04,0b,00,00,00,11,00,4a,00,c2,00
d4,03,5f,00,00,00,13,00,49,00,c1,00
d4,03,01,01,00,00,1d,00,43,00,d5,00
d4,03,a9,01,00,00,08,00,42,00,d5,00
d4,03,75,02,00,00,25,00,41,00,e9,00
d4,03,fe,02,00,00,01,00,40,00,fd,00
52,03,fe,02,00,00,22,00,37,00,fd,00
09,03,e0,02,00,00,1d,00,37,00,fd,00
bf,02,fe,02,00,00,08,00,37,00,fc,00
a1,02,48,03,00,00,25,00,37,00,fc,00
52,03,93,03,00,00,10,00,37,00,fd,00
75,04,c3,fe,00,00,01,00,4c,00,9a,00
95,04,39,fe,00,00,01,00,36,00,9a,00
b4,04,ee,fd,00,00,22,00,36,00,9a,00
95,04,a4,fd,00,00,01,00,36,00,86,00
4c,04,86,fd,00,00,11,00,36,00,86,00
66,03,ee,fd,00,00,11,00,72,00,99,00
6f,03,f3,fc,00,00,25,00,44,00,85,00
50,03,a2,fb,00,00,13,00,60,00,5d,00
20,03,16,fc,00,00,08,00,60,00,71,00
4c,04,56,fe,00,00,00,00,36,00,9a,00
ab,fd,24,fd,00,00,16,00,73,00,7f,00
ac,02,a2,fb,00,00,4c,00,60,00,5c,00
ac,02,fe,fa,00,00,11,00,60,00,5c,00
08,02,a2,fb,00,00,1d,00,60,00,5c,00
a2,00,a1,fb,00,00,15,00,6c,00,5a,00
82,00,51,fb,00,00,24,00,6c,00,5a,00
8f,01,84,fd,00,00,01,00,32,00,83,00
38,02,2e,fb,00,00,22,00,60,00,5c,00
2e,01,51,fb,00,00,01,00,6c,00,5b,00
20,03,2e,fb,00,00,0d,00,60,00,5d,00
3c,02,a2,fb,00,00,22,00,60,00,5c,00
5c,02,52,fb,00,00,0d,00,60,00,5c,00
ac,02,32,fb,00,00,24,00,60,00,5c,00
fc,02,52,fb,00,00,0d,00,60,00,5c,00
1c,03,a2,fb,00,00,13,00,60,00,5d,00
80,01,95,fc,00,00,01,00,29,00,6f,00
fc,02,f2,fb,00,00,08,00,60,00,70,00
ac,02,12,fc,00,00,01,00,60,00,70,00
ac,02,de,fb,00,00,1d,00,60,00,5c,00
e8,02,a2,fb,00,00,11,00,60,00,5c,00
ac,02,66,fb,00,00,0d,00,60,00,5c,00
70,02,a2,fb,00,00,24,00,60,00,5c,00
96,01,51,fb,00,00,29,00,6c,00,5b,00
f2,00,95,fc,00,00,01,00,4f,00,6e,00
f2,00,15,fb,00,00,1d,00,6c,00,5a,00
b6,00,51,fb,00,00,01,00,6c,00,5a,00
a2,01,b7,fc,00,00,04,00,29,00,6f,00
57,fc,bc,fc,00,00,01,00,35,00,6a,00
