2b,01,a7,01,00,00,01,00,00,00,00,00,00,00,00,00
f3,fe,ac,03,00,00,01,00,00,00,00,00,00,00,00,00
0c,01,16,04,00,00,05,00,00,00,00,00,00,00,00,00
1d,04,82,03,00,00,02,00,00,00,00,00,00,00,00,00
4a,03,17,03,00,00,05,00,00,00,00,00,00,00,00,00
20,03,c8,fe,00,00,04,00,00,00,00,00,00,00,00,00
1c,fd,63,fe,00,00,00,00,00,00,00,00,00,00,00,00
11,02,fb,fc,00,00,00,00,00,00,00,00,00,00,00,00
e8,fd,70,fd,00,00,04,00,00,00,00,00,00,00,00,00
15,ff,3a,ff,00,00,05,00,00,00,00,00,00,00,00,00
19,01,63,ff,00,00,05,00,00,00,00,00,00,00,00,00
20,03,7c,ff,00,00,00,00,00,00,00,00,00,00,00,00
d5,fc,3d,00,00,00,06,00,00,00,00,00,00,00,00,00
36,fc,ca,ff,00,00,00,00,00,00,00,00,00,00,00,00
19,ff,d8,01,00,00,04,00,00,00,00,00,00,00,00,00
60,fd,bd,ff,00,00,00,00,00,00,00,00,00,00,00,00
15,03,1c,fe,00,00,04,00,00,00,00,00,00,00,00,00
